track_id,track_name,track_album_id,TRACK_POP,duration_ms,release_year,danceability
6ANFW8xkfJczrlblnAk77k,Bailando - Jose Spinnin Cortes Remix,7xr9qeDv2EUnTTtgNlHj19,31,490057,2011,0.837
10NnNz4U15BNgWDc2xLYpS,En Algún Momento,51i9KH6mnzP9Ctee44xpUe,4,188317,2015,0.461
2UAz1uQZR4OKfa55uBPmwl,TBC,7nJmyuc1bf8ek6kd2hBsQu,13,241800,2001,0.719
77eDrs7w2utSdbBdpbefol,No me importa nada,495PNGzppo3wT27Em5Yy8o,56,247680,1989,0.564
58HfaJinOwdtvIusPS04Im,Manto Estelar,5J5Ips2LzDrTUaCVB7KZSq,65,253000,1999,0.59
0i0pCRaivPYaX9cK3psmdc,Mis Impulsos Sobre Ti - Remastered,5girPIQV3xn7ayh2rHAbod,45,274227,2002,0.71
2udRqNX3z2OjdqR01ebDwU,No Dices Mas,5J5Ips2LzDrTUaCVB7KZSq,62,259800,1999,0.707
1SVm64B4Ry7dqFSxHY8e65,La Calle De Las Sirenas,3Qe5Ldqub3nZPjq26sS1fS,68,236160,1996,0.693
6RTlokHIiobtIsthCLm3as,Amor De Papel,4z89Bcubl2hpYkaDe17Apz,60,248227,1998,0.827
4TkfJCHscikJlsxzh1ow9h,Pepe,2giyPD5VKcyV8wG9RwSxXG,52,197627,1996,0.764
2WrPfK9mtiMLhWvohO9VNx,Quedate feat. LouisaFer (Original Mix),2ANCtX0P2wXFn9qo2bDfV6,45,390791,2008,0.824
1ORb6uGvpjsFwZK8FUpzWy,Aire soy (feat. Ximena Sariñana),6mgs9ywhBqW5QSCMyYPC3g,63,248049,2012,0.708
1dQJiFYTqToVTf179hwiSM,Enséñame,3TALgDWfFnlYTvqYkOwJhh,30,222960,2001,0.611
0WEv09ugUmm35vJ8mGDepn,Hoy,3TALgDWfFnlYTvqYkOwJhh,29,248093,2001,0.611
4TlhItSfdcIkWIOEEnyfZ7,Se Me Acaba,3TALgDWfFnlYTvqYkOwJhh,28,232973,2001,0.681
2yM8HMUjwhpCMiti6rCbON,Falaz,3TALgDWfFnlYTvqYkOwJhh,20,274667,2001,0.614
0U8hIG64PnssFf6y9w35di,Lejos de Ti,1bhUnlxM5e8p9jkvHDGGu9,26,312293,2004,0.447
32FD8hyKXzhkt2wyBCUxGs,Dame la Luna,2LhAnqMlxgmMs8FOqOtOqb,23,220275,2019,0.238
1nULBrlzWatdcjA2ZctIMv,Labios Rotos - Live,5fl6q7SKOuaO2tHXeTaZeV,69,243040,2011,0.579
4o08qQ64xGYK6r7ee6HAAO,No Es Lo Mismo,3TALgDWfFnlYTvqYkOwJhh,18,192960,2001,0.493
0NLWuhQ5gZmFauGarAPdol,No Me Encontré,3TALgDWfFnlYTvqYkOwJhh,18,267147,2001,0.483
4F66xJ0gHiqSoI2JoY5AzP,Por Ti,3TALgDWfFnlYTvqYkOwJhh,18,206520,2001,0.738
4qHbFA1kxJaTkyCxbRombH,Tengo De Ti,3TALgDWfFnlYTvqYkOwJhh,16,212693,2001,0.563
2iQecdm9sXeYFg9uem5hmt,No Te Puedo Olvidar,5Tgu2cu18iufiBiwlE7Fht,55,278272,2017,0.697
2p8c2mMKZ4Rdmw40Oe83fq,I Ran (So Far Away) - Re-Recorded,6vfsT5w85r64KkRNtQoefi,13,302258,2006,0.559
36ND2j1I4fAwsIcQJXka3P,Strange,7I1hsi5XVrjFGEZCC0OY9Z,32,245160,2008,0.691
1mVyW9yfPHVp8n6iDMTJyK,The Fashion Party,7fiPofj9McYtqO6YL3xquO,20,314640,2010,0.789
7hDVN6GisA47ym0H93NA1Z,Running,1DkvggCdd36Kr3ZtXqLk8l,0,466800,1988,0.759
1iLBWOFDhSgyzJZ4gTGpnh,Nowhere Girl (Extended),5Siw6e1yzaXexDWjvwPfIX,0,388013,2016,0.596
5jCOeqjJRnRo27b9Hb8xHp,"""This Is Seagull….""",60P4s9euug8W1iqDEYVKmL,34,238227,1990,0.516
6Nabz5Gsy80XL0MJoOmgF8,Beds Are Burning - Remastered,2H371tT3IIvmqji0iZCp0O,63,258173,1997,0.754
65TPre8PWZmmoPzLm15wjK,Headhunter V1.0,0BkDxAFzIc9lWwRVGQjWid,42,302640,1988,0.846
1FqKB0qnhosf94ggp3BCFO,All Night Long - (Remastered),7dOCg3YdkFYhXYf62Rf1k2,26,340507,2013,0.71
3HCDGtLZabH3umLgwCBpDB,Send Me An Angel,1sGd8pGtXBuBA728U5FSgf,55,236547,1983,0.605
4eJsGX9rhsU33HVz0hXGLS,What Will I Do,2ChU1JJwMIAMMCYJi6ovMl,25,248173,1990,0.609
4OwMnNi3kC2DEIrxMTHc3M,Johnny And Mary,5oBVLzqiieS8YgO5my63ol,6,237973,1980,0.666
1PelBdlzW0xREInIHMfeUC,Flesh,2jpknEpGcq1CBeJvFPCl10,0,169839,2003,0.638
3F8aTQzmKovktFcR7MCGFW,Big in Japan - Best of-Version,0d60Pri6GuV9E8jeJrSB33,57,235200,1991,0.755
6FwMGM0Dtmf0vz6BdIc8uP,Tarzan Boy,3z0bIoLOQwn7CYOz0vUePj,51,230027,2010,0.703
60qjwCGifJ8I8s4Iztef1r,Eisbaer,0kJJpKz7VFBx6ScZqUYuSB,0,269386,2012,0.843
23M7cQkNJLiddeubvVgaQl,The Wild Boys,7xbWtTByfdMWFfxXmeFFl0,54,257600,1998,0.741
6zM4fg3BvLOJNlQMsiDQEU,Somebody,5Jdbv06dxEqUrxX1IjWD1Q,32,331267,1989,0.568
4pEXlAqaJXQUKDteKRLun9,Rock Me Amadeus - The Gold Mix,68NAVoAetddiH0ZJzU6Zhs,47,201467,2010,0.609
0gnddNB2gbyN8VC7uqr6ns,Hey Little Girl (Single Mix) - Remastered,0fabExSZS76D5tNzW5muli,0,220027,2013,0.723
6uekkuTYKxEjy0ZuvMx67X,Relax,0pLgnzjMeW1JFy3EcTFb3K,0,443480,2013,0.814
3W6WaJa1wRQfbhqotaHtyM,Fantasy Girl,00aPN15QfVpKCu4oCDuBfb,47,474333,2011,0.655
709ffFK4o4MtG1NKoLvOma,Major Tom - Coming Home,4YHQCvzRhFPYki87AK5Pdg,58,301373,1989,0.787
752q3k1ds8JckA7tIakICn,Terra Titanic,1rYXSHYaxxQ9HclnAeVhxv,49,274706,1983,0.772
4MdvgmBT9wxfpgFziA7ZHl,Es Imposible No Puede Ser,6DQpRhxDamnYi95t6rY3I6,24,257813,2009,0.717
5rvY5aFTSvQAo2VNUR1Fxy,Blue Monday - 2011 Total Version,3rPC5Y8e9S6dGGkWvRYPRD,54,449907,2011,0.792
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,0PSWY4XyjTWppfBb0tBtqu,67,263213,1986,0.613
3WIg3fd3W8I5HU8g3Y6P0k,Enola Gay,3uWvHMePGRYbZ1rNKZrprz,17,212573,1998,0.58
2fdfsGuqb6SBX5ocoBWHUd,The One I Love - Remastered,65kIVEdb93smbnC7k4aie7,63,197800,1987,0.488
6JifQymydeuqrgE7KhjHAM,Painted Moon (Blues Mix),68jPjVDz3jW8PxecAz0iJm,23,397027,1996,0.635
0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me) - Remastered,7dKQCCQnnkqgRQFxKRDqkJ,44,263973,2013,0.602
7mLatcwUn8BLmVrgfFnzqC,Love Song,03EYECAWPAsVJmv5rfT4Dq,42,304042,1981,0.592
3SndrpimYzXF5D2qRoHIeb,Diamonds - Radio Edit,0qWWmop2WPeI71qtEvHnzi,0,238678,2010,0.47
7eX6sFVLkso3diMS52w5Vj,A Mirage,6x5FNfV1DbJ0X0wSJn3LOv,20,193293,1990,0.711
10BQIOZ8dhGwOOGBVA97qz,Always The Sun - Sunny Side Up Mix,6vaA6gtaY9kZJT97F2v4zP,50,243053,1990,0.561
73u9bIUEaSBI2l7xXETSNt,Personal Jesus,6rW7hqO1jek4HQehiaJ1K2,18,294893,2014,0.656
0I0CVZi0p78WJMDftfXeGM,Big Area,7BhkuQP8sVujyP3BaFNwhN,0,289933,1990,0.578
41bdgBL7tjwQOl7RpwubKU,Vagabonds,5DPwOvCcqxFeeep1uoSLHx,43,260773,1989,0.556
48p5E25cFPanxuwCTmTpuL,The Promise,3kt903x5U5IWJlwHyE481x,63,220960,1988,0.629
3mIkPJ47lUFnc9KRO635KE,The Sparrows And The Nightingales,0hgVhj0G5OWzGEMjf2AIDk,46,405291,1991,0.634
1gpHMfSpviLSP9CNAeb5xt,Poem Without Words 2 - Journey By Night,1AesmWlIFVrAiIuvNcZ6nW,37,215693,1987,0.617
0i5LBaRAugIBpBMEfNvN0e,Let Your Body Learn,73t8cKrie06UIq26e9WsD3,16,168640,1987,0.714
7BCrpOMsSnVpDgzQefNsyH,The Motive - Greg Walsh Remix,5dHJef30aEsaKPmF4VzQJk,0,386506,1990,0.597
3SVXhtxFCNJnA4MkWF7sJp,There Is a Light That Never Goes Out,2QVQ9jDMP7FTYMnIhcC4gk,2,242907,2009,0.465
6amZm52SfS7d6oCEu9NDMl,So Alive,7ySBlv1N2wbYcaIwHBcBuy,52,257827,1989,0.7
6SsP9PE7JT83QZA8kEYHVV,More Than This,6VQZ6NNyt8E6Nj93mkoi0y,59,272857,2004,0.657
6eTZyUjg4ZoGElNcAINIwJ,Tainted Love,0PpEc22k6vwTw82PVIukeT,8,160400,2002,0.556
3DVlXVkobNsNxXDQ4inYiH,Down Under,2X0kLVz5CHO2hOve5rXLEy,0,219293,2009,0.741
2l4Wcuw1Q4TU5iFGthCCHM,The Stand,43AHdDrSeCSwYUvZ8fTb7u,23,318960,1990,0.703
6ZMda6mscE8eRkuwlw8yFB,Bedsitter,1xza4j8vMQdGqqQdHa30lI,18,215333,1981,0.63
5ft1GmMZA4uNX7afvQfDLn,Just Like Heaven,2mJPi0xA1CwMYEemYkuUPK,13,212827,1987,0.439
0a4vQ58TiGl8Z77EEAvQCx,"Uncertain Smile - Original 7"" Version 1982",5OCyAuTGiuGmrxL58zWpfa,27,295760,2002,0.503
0ooy3NjwsJreceWYCxlfQt,Never Let Me Down Again,5Yyx661Ksxl2pmRUuGLzw3,10,288000,1987,0.599
1GqgSodUhTUR8KwjxJfNPP,Change,1cNppiSnADAhjenDZEK4So,0,254853,1983,0.602
3vy2QK19RCnS4Egaq9fGhy,Electricity,3uWvHMePGRYbZ1rNKZrprz,8,212293,1998,0.562
6AXO3W0HCu1qH5LDKa77kJ,Unsafe Building - Electric,26V0RphKza9QE7KNAaPB51,8,265480,2018,0.439
6m7fhJkK6TbuGDFhBNpgyn,It's My Life,2sVePugUVnYAPEyIlGP6Hx,41,233453,1997,0.599
6rbHOnhczgYjqiRLAI5ehz,Immaculate Fools,2L8EsxeZsTEAGeZQFcJWD3,0,270667,2010,0.726
5rsSdv2z7JLhE399TQW6ji,Alive And Kicking - Remastered 2002,5VbODjiQ5jNXPmI75YiSOL,11,326120,2012,0.584
4bWapK9CYlRbK1B5Sz6ee0,Boys Don't Cry,2L8EsxeZsTEAGeZQFcJWD3,0,160413,2010,0.451
5iOc8d1LkUdQ9AbDjSBrVQ,My Bag,1OEqIkfB3r3uUO0dLNNeIT,32,235893,1987,0.739
0RjuP2ncb70tx4f6RdwaCB,Presence Of Love,6qqneGuGzKeMMHvbqWz2HF,28,243720,1987,0.672
4TkmYXyFTREu4rlJxihSgN,Our Darkness,1jLj9PKgewe9nDTQDF4AL5,0,317552,2010,0.739
7aS418hRnOnYrXeyrZilwk,A Little Respect - 2009 Remastered Version,0M2jouCUu3u6qUXSS2vgYI,69,213987,1988,0.607
45PxL9PEi3AogpOyegTts8,V. Thirteen,6Cq9fy1koAPkAs490VZMqW,30,278893,1987,0.782
6vy2RZfUjw42x1dEWgeTkC,Hey Little Girl,2F0UmFinB9YCGyEJ1MNHtP,24,256893,2011,0.736
0aZPhHp1DVNVS5HAWzpUsM,Everybody Wants To Rule The World - Extended Version,4VrPUFRGte445pKszlac10,2,340582,1985,0.717
6Na3LJmy6qmjK1SYzUhmZ6,Get The Balance Right! - Combination Mix,3Ibulbu8G88euLKvtwqpvY,0,475600,2004,0.835
1CDX9A7Gw2PJOVNij6z0Rx,I Melt With You,1c2QIcoBAm2fB2YUcDe0v7,46,233027,1992,0.469
59NImYypcsmmw1zeaP5e7z,You,2sOy3E9c4heIIqWKCzg6ZD,34,433240,2004,0.896
2kOupHwtD01Wle9xOYfD3V,If I Ever Fall In Love,0AvO9t0xlwFNuofPqpJ793,32,222267,1992,0.62
5agxCIWiABK6l4ltmCAHoH,Tinseltown in the Rain,7nKGXCV1tOyjVXuPPvbh8e,54,357827,1984,0.777
72vPueDUvJcL3MCPb55RHR,Sister Golden Hair,4Y4bPV6Hu7H5hgTqZ55xBE,38,227726,1994,0.713
66SwvP22z8kCBHYUFxppNv,"The More You Live, The More You Love",6cphBfn6beKzazlp3xjftb,43,249107,2008,0.612
4BixGe6AcqJU2etTzeh2cN,Such a Shame,1yOxV9lKsPgj1QvDsc46rQ,57,257627,1990,0.598
5KhHe6yaiaZWlqzFV8Bf0C,Love Will Tear Us Apart - Live at Bestival 2012,2uq4S3BuJ1NpwdfLnnj6bu,13,326760,2013,0.313
2Pp1ZQ4Wt8bm7UmYVAvwPO,Leave in Silence - 2006 Remaster,4QTkJvr6vfj3MuOqnSpMfE,30,289173,1982,0.784
4IhBhHVdPgC1QABBLCeK2o,My Darling Bullet,6NfwSi1td02TdADjCqoyhk,0,260227,2011,0.463
7owyIr2idoIvJRib2ejckR,Dreckstück,6XImY4bydHpVDzzZd8v6QT,0,282347,2009,0.6
4CBgcRYGyWjGGaSFuPJChO,Femme Fatale,5okNYJKhjmThgITFUzwOyz,0,304973,2007,0.609
3z0XmdhO5r7axDegF8CgCU,Wahre Liebe,2EQRgR2XRnwFxO5uUtj6Gm,0,261613,2012,0.721
3Q1IYNRE8AEXyqIGFmV1zZ,Klingen,1kp1grrwICI5SkeOQg1dta,0,262053,2009,0.633
6WirIUSpGjB8iQ5o4U8JJ8,Hard Bass Hard Soundz,5JIYNQIA1KBVpkQkGnWMgt,0,269640,2012,0.604
6k0BLH1VGJCgOeU6mm9mPM,Kein Herz,5JIYNQIA1KBVpkQkGnWMgt,0,252160,2012,0.516
3XmpCkuHAHIKIJ5ZxGY20j,Straftanz,4CE2XX0qTvq3m7WBw0iu5r,0,290147,2008,0.543
5tYYM8M1tL3v5jQYQFbJio,Winter Born (This Sacrifice),41m6yJnIQrDQWqtyunzIWg,0,381133,2010,0.502
5AjrdgVniAvpTjbS6xaZuF,Never Wanted to Dance,6T6zQbpjMA0C4gak6R2XfS,0,188960,2008,0.566
0hrRcmdet5Ey4GqwnM0wBI,Military Fashion Show,09suP8jM4AdzcJBTXk5Xff,0,268067,2006,0.675
5exXY1hVwRrlaRuytYLZqW,Miststück,6YWAZug7bO3pKUtPfOwDze,0,210053,2009,0.646
07trtA9L3paByfzsIf6pZH,Control,6y7Te7o9eY0odEoYjJLuyu,40,350093,2011,0.674
5qjdDjPPhb1obzkX3vrjUI,Space & Time,6y7Te7o9eY0odEoYjJLuyu,36,292493,2011,0.517
1SNHjxLCz9viXRupgYqqC5,Delight,5yDOBYCtMlE7lL8ARuA64R,0,268707,2005,0.582
5sov3e1jSq38hcYBiVTsUl,Rise and Fall - Colony 5 Remix,1BjZ16j7N5V0kdCXddTeEE,0,316160,2009,0.267
2JuXAsyRpfM34KukQkOJtk,God Is In The Rain,1pH1W7r8ZHhh1nacAILeDX,0,329747,2010,0.469
15ToEAfwSo83rtBLdhNOQH,Over And Done,6hLlvff0WlwEW47dbEtqk6,0,314259,2005,0.609
5fJsLklkTSZlEbA5yJKzab,Stars,5SjzB3Zvzjwh5qyC6f8qoh,0,339107,2012,0.531
0Lv6BQbmnX7HKt9tEoXybs,Murderous Trap,7jvZ8Lc4gw2KD4iXqeqhvG,0,317147,2009,0.605
7mKTTrCsLQhwufBwCyWCpY,The Art of Suicide,7FDaA4N8rvotYVci2updNR,25,332440,2010,0.521
5njUSJjEOAZI18UPfToQrU,Steine sind Steine,3jWT1gRMRKjkib34TJQ5Iz,0,241413,2006,0.634
0zqL3SVrgr6TC8RYeN1S0A,Atemlos,4YWuIxXJqMndv8PJT3e7Qt,3,397093,2011,0.564
4LbO2pzBtVQnHvrYEIwNPO,Over And Done,68jejj30P8etUozTOwUOl3,0,266213,2005,0.625
47Ls11l7EzQazAwsw7AAwT,"Glowstix, Neon & Blood",61QDorspx282H7iLc5dbFs,0,272893,2011,0.547
5RCpPQSjEZ09MHiupi5UgY,War On Error - Declaration,5rx4iet9XfYagLsD9ullbU,0,274920,2009,0.567
034JvBsXpn8aAjYyTIPlqh,God Is Art,0f7xrEpcvMwl9pqFtTjSkG,0,257133,2011,0.549
36jDowEuYWeKt1ZoqBJbM7,Never Wanted To Dance (Combichrist Electro Hurtz Mix),39jUtOxiOGjNynFsBOLOaT,0,291507,2010,0.531
08d01k2LOAsQ3n9JyXq3Jb,Mädchen in Unform (Faderhead Remix),0EfxIARZf0X1QhLB9Mg3mq,0,233387,2010,0.607
34HsljNJ5u8aOTpZMb9O76,Cold Massive Blue,2n7uSS7nuHGPF2pSjKsT5d,5,371387,2007,0.527
14TfQoQHxTjxVKfTxb5plI,Staatsfeind,1fqgQQUy2LAFe90sF2VktM,0,273640,2008,0.507
0uLdF7n18IFclndsRWaqx0,Ersatzteil,1DHbNnuoWQVA681jiFZiIi,0,310333,2008,0.601
7gpRS0qMf9tnSlBRAP1ERX,Periculär (Richtfest II),64Xx93nBRKzWuw2l26DC9p,12,395827,2011,0.509
7lIPktnf4GIAT1zl9hhcVD,The Noise Inside My Head,3ovksetJ09ER8rOyoK8h6P,33,256973,2012,0.501
0ebnzIUpJu8QHyt1oy2S87,Harsh Generation,13rdqdBN7G3dkoddY79MQt,0,234987,2007,0.497
27OBL8kgsenRWUqTsa2MG1,Ein Spiel (Fabrik-C Remix),1wN035nEzcyuf8PHVBIDPh,0,303107,2007,0.626
2s34HcmAMFCttPq8Bh4I41,Robuste Maschine,4sxfLixT5jmGJjyn9pOs3b,0,264440,2007,0.604
3PqG25cnEC8xQdsO0SkzQF,Illusion,2flt6aYgZQr4smpy5IWwj6,50,286960,2007,0.457
4jRGCR89tUVCQ3A6wnBhef,Wir trauen uns was,5SI0KLQpRsTSWYGTlKqf0O,0,192053,2012,0.791
78cQDh4thpWSE4DeTCBeDE,Such mich find mich,7vBCCGapVYiFvigKWQABH0,45,210013,2012,0.676
5vzFnlJE4MSKmV24u2F89j,Ich muss gar nix,2PusFImwQTKH0OzX3lYZnW,46,184267,2006,0.787
5GyvNF7yA07O0ZgGis2JVi,Verschwende Deine Jugend - 1998 Digital Remaster,5M3NGqVu9HeZdppwAFgw60,0,229440,2009,0.478
4bnNwCbIo9vxlIpu88KV0K,Der Mussolini - 1998 - Remaster,2nQmZO698ZhHOkxUaCZPJS,2,235107,1981,0.593
141lghKsBrt4uofVcNBxmD,Koprolalie,2fIafLbozLd3uDiWe611Xy,0,286948,2006,0.58
6lRKIl3IsrJDZbPH9yZdvk,Immortal - Single Edit,0jZcK3gTCg3FurPZpwyuZT,0,243427,2009,0.693
3vHZe0Vcv5pQNE2cf4VRtQ,The Only One,0GafpqIMbLr7ykmb7oSFFZ,33,413547,2006,0.566
3IfgRu6zDhvNj7nTPIzsyj,Besser du rennst,39fzylKmWOUc05uilhnsHS,34,246267,2009,0.553
5VLuVbmpfP6s2oWVvbUdYp,Roter Stern,6XImY4bydHpVDzzZd8v6QT,0,334480,2009,0.492
4g76GjEr9b9vHnbymLLGnx,Warmongers,7IGcPEjc6JRnljEj7WPXby,0,309011,2006,0.519
7kKI6RZNOYdAHqOcqS93oC,Tanz die Revolution (Der Single Mix),0J0Ll3k0cuxxusK0tEseCT,0,286000,2008,0.613
5eddlmNETuP9mhjBLWNLOV,Destroy Me,5ewAIJD7XfWXzwi1hy6E8W,24,221693,2005,0.398
6kJmK6N95GBuZa1574EcBA,Such a Shame,2sVePugUVnYAPEyIlGP6Hx,30,266867,1997,0.605
5Du6gEDduLCB9FIm9xIE4w,Tainted Love,47vTL5g54UdpLG62R3sJb7,12,156317,2009,0.568
0x6rgzl1TnIBBrQ5Gljb4A,Enjoy The Silence 2004,3bv61FtZROBfEagLwmds3I,44,213453,2004,0.503
3GR5Qd34nif6bskCrhTZue,Sounds Like a Melody,2256qKBSQdt53T5dz4Kdcs,53,285360,1984,0.701
3bZCS8ThTAxMJZavYWOY1z,True Life - Vnv Nation Remix,3EZSJ6FmB7XxFX1lSx3toS,0,416893,2003,0.708
51SQT1nigVQ3Tz3jThYrUj,Wildes Herz,2tgh5sbtK8hWX6cZz0qIAs,0,214120,2009,0.705
0sg9N1JVPfx3Xab5ttLYvw,Dein Anblick,7mNGQRt4xzOPoQ7SAvOqsv,11,368267,2009,0.319
7m7Vk4cGjklljENBoRXVDt,Dead Market,24N1cI25ZQ9hVSA23jvwfA,0,237720,2011,0.593
35rnikz5NAOTvdc4gYzJFN,Sieben,602Z8ezadnsG00u0Ocljb8,41,206289,2005,0.453
7kft2XxMqsCZe2gB74bvXV,Ich bin ein wahrer Satan,6gzO5gnYoBe0dH8DRWYBGX,0,355213,2007,0.498
7ycmSrLzeS2tddca6hKqY5,Our Darkness,4gZGCALPFaytMMwvtYADrh,33,321560,2010,0.781
0QKHlkLVjpaJF98RQiL9rR,Manus Manum Lavat,1XWvxblOJXf8FnfZqIQr0I,26,224653,2009,0.63
42WPVWtxYdFE9fb8Vp24FR,Running Up That Hill,2u3C8Hc59AiSyt7dxSGeh4,42,294093,2009,0.431
6GunRGvhXUyvREwRnnKbDC,Last Dance,0UHnC3KThaYwuDoDh4HRzB,0,378120,2013,0.611
08smDzfxppUCFABj6FU2Xh,Lebensborn - Update,64Xx93nBRKzWuw2l26DC9p,4,337453,2011,0.659
6CgC9aQV6GwkrUXuQfohMM,Silver Bombs,3Z2UNVaS6bC3rSXRl3jWbQ,5,335627,2007,0.557
0zx2Dq4YeAAjKcbPSS2DaQ,Retaliate,3hAZztS27bPvpEH8XPEPMR,31,282827,2013,0.572
2JO3HwMRPeya8bXbtbyPcf,Love Will Tear Us Apart,0p8Zy0wEzDYiFDcSt07UHe,71,206867,2008,0.443
4iboX8xYIzgfe7LB5N6DEa,Tainted Love,5ZPzUMFaAztt1JdR1vL8TK,1,154907,1997,0.552
0ZKOe0o0804652Rjep8sTV,24 Stunden - Original Mix,0M6vcqYtPfM73TrQVzRqc8,0,217653,2006,0.573
3TQQia7NM2GwsiwiVZWrSC,Spit It Out,4Y7uz1hgB2pRf3F3nnCoW8,41,341680,2008,0.431
75bIRlw76cMP2kj7VtIgQy,The Ones,4Y7uz1hgB2pRf3F3nnCoW8,40,382813,2008,0.527
7AbeYC9dss7l0YtQz9fWy0,Verrückt,3nFP3Y3TpCLQZyUYGHhzIp,55,201293,2012,0.551
6gjCB9TQq3cwuT3IhPLV5H,Kind von Traurigkeit,4756pEKLmL2X9wCqkKGWaL,0,268467,2013,0.654
1iTZnsVqhCBdZqp9gjITDB,Run To You,2kTeuPCq4ITc3bhepOLRge,0,267747,2006,0.445
0T7Horo32W34iuW6iC6iRU,Dream On,2P664rvpmtWEHUbLotgQy6,0,259867,2001,0.813
6Ipaqc1ybISGpoJ8E9Qs0E,Photographic,0Zp2eVzR9FW6lKX05lRpcu,40,283413,1981,0.753
1KngDoxfJ3fdTEbFiIMw6l,A Flicker Of Hope,43jxwmLU87SmYAi3M9KUYW,26,307013,2010,0.502
3sqQ4ocD4M9fsvbHrr1Z2M,Should Be Higher,1kpZUS7tLWK0hMWNCKP9La,41,304653,2013,0.399
2oZLGAJWR4DQINOTh9W9Zx,Memories,0INYB8e9VVv7uGI1clwWgJ,0,318333,2012,0.597
5fxdGJIIqlcsXFRo0Am1AL,Alles oder Nichts,3eTl46sCiQWakzwoGhmPTz,23,236720,2011,0.492
3aRqwon3FOf1nybe1bOLX2,Eulenspiegel,3RhGo98qyQKnphUHCjyFMa,37,222213,2011,0.638
0HCl2cFW2ISiJOZtZ92vJe,Lieber sterben,6lH8sPYgfyyNBQd3weJKz4,0,224263,2014,0.492
6a2MiOBXfkCtAGYvHeeOYE,Und wir tanzten (Ungeschickte Liebesbriefe),0OPE2Ze8DgwhRCoWQYcxaa,0,306187,2014,0.551
5VCk4tEn6pXqDqOGBNNmdt,Gott noch nicht,3qAQeKbIXix6dnpQkjLJfa,0,228013,2013,0.609
78RYulAoOiYBP1dwdEOCah,Schwanengesang,6jzIiQ5wbTLgCoXvmxGUAo,0,203827,2013,0.514
4JsQkSOE4taeyhH3pv1een,Self Control,2bfvV9aRLN1BseXz4FbVnW,40,247147,1995,0.807
1z3ugFmUKoCzGsI6jdY4Ci,Like a Prayer,43lok9zd7BW5CoYkXZs7S0,71,342680,2009,0.624
3rFC9t2bY9i4Bq87IWW9uW,Party Like It's 1999,6kNI6hqI6k4LtyYL5CY8iB,15,160625,2013,0.872
1nbMkRhfldXcmCyB83x8lK,Take On Me,2nvTm82RzlrbX0yhb7Tsbn,15,227147,2005,0.42
1lpFXKKckqVkyAN1lPwwC2,Radio Ga Ga,39MMaY4ampwjkSOFahHnKi,3,349133,1984,0.762
6CZMoeVOAlu0ew2DA0Vh5h,I Love Rock & Roll,5pXBNUV5Z0MIiE3ExCnIpq,24,174632,2014,0.721
0KsWvegLnQmb6SXbQ32FAi,Dancing in the Dark,6AoxeGYGY2qSi8DwUQoGdx,9,242533,2003,0.531
0kPeymTUiaidv48eRrMISu,Bette Davis Eyes,2Jmuuw5ff8gAGAP6B1yKKJ,62,224693,2007,0.659
28o8m1o9RGtySbmQJtAvym,Africa,0pvhletDH7CphbKErUtPCF,55,260840,2010,0.668
3CSpzkoL1XgDBZ1q9aDCUV,Uptown Girl,7r36rel1M4gyBavfcJP6Yz,68,194867,2001,0.696
5ZZelsMY2VgrZOhq66GiNh,You're the Inspiration,16RTDWIu2p0WJgFQ9rgvbt,14,217547,2015,0.574
6mht0HfWSayOESGoaXEShd,I'm Walking on Sunshine,7w4G8tRypjK4SKvBUXIHz2,34,232800,2014,0.552
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',5pfpXvoJtSIFrbPIoBEv3R,74,248907,2001,0.491
4CGAWAPtcZWu4fRM1Jr0Z3,Love Bites,5xZ6m1DRXo1W8WFAImttu5,21,319098,2014,0.579
4Z0ZWdhqh1RWeIKLl7zC6J,Free Fallin',2uxG4gg4WnqR5eriMN6ehS,5,255680,2010,0.617
25P3eWNVZWofL0nXhMyDwj,Waiting for a Girl like You - Radio Edit; 2017 Remaster [Radio Edit],2DirJHZVTDYehQiwpWglKo,26,274080,2017,0.248
6jJCk7oHNwyowOUaF3gXEu,Tell It to My Heart,5sZeWcdXYHq9MbNDSOMqCP,56,220227,2003,0.677
4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),091NaILFpszQchbFnIFiIX,63,262618,1989,0.86
0UXcRajVmKz6b4i8ryqNhJ,Born to Be Alive,0dXjcAQBSfm3w7JrYtZuhk,32,189547,2013,0.699
3XDeeP9wBZzGhIPZmLfEEx,Karma Chameleon,0VgBqlPrvUQsOqSwzA0fET,64,252760,1983,0.661
4gnAKtZkXPYjWcTnsagfA9,Manic Monday,0ZlP1vdxHVY3ubsPgFudOV,48,184893,1990,0.718
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,35KafpmKh0nDLzBLV75MpR,73,294773,1984,0.408
5CFCnkuf26Goxohd2KBGI0,Carry on My Wayward Son,2lsmjcTW0BS0jdxqYWbVz4,12,248000,2015,0.699
62LJFaYihsdVrrkgUOJC05,Kiss,54DjkEN3wdCQgfCTZ9WjdB,73,226240,1986,0.898
